danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre
0.648,0.908,0,-4.624,0,0.0463,0.122,0,0.341,0.741,140.03,172400,rock
0.831,0.79,1,-4.714,0,0.165,0.0024,0,0.0515,0.791,93.14,262827,rap
0.8,0.64,8,-4.493,1,0.0597,0.436,0.000049,0.634,0.493,90.009,202667,rap
0.556,0.907,7,-8.383,0,0.0405,0.212,0.00184,0.14,0.911,117.952,207560,rock
0.768,0.769,5,-8.019,0,0.0655,0.039,0.00285,0.108,0.546,126.014,156038,edm
0.597,0.96,7,-1.94,0,0.0627,0.000094,0.89,0.325,0.144,127.016,232637,edm
0.818,0.762,10,-9.347,0,0.127,0.00118,0.869,0.0837,0.647,128.016,166874,edm
0.426,0.888,0,-3.72,0,0.0987,0.000455,0,0.306,0.387,144.111,191520,rock
0.83,0.829,10,-2.643,0,0.319,0.00809,0.000001,0.189,0.688,186.093,208147,rap
0.59,0.899,0,-4.614,1,0.0363,0.00763,0.000922,0.386,0.442,115.1,281960,rock
0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,253800,rock
0.692,0.285,7,-14.687,1,0.106,0.548,0,0.0978,0.278,119.949,145625,pop
0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,224840,edm
0.729,0.515,8,-6.003,1,0.0351,0.494,0.000017,0.0905,0.398,120.994,212231,latin
0.652,0.834,8,-6.072,0,0.112,0.244,0.000009,0.122,0.643,94.999,225400,latin
0.494,0.698,6,-12.049,0,0.0553,0.0397,0.00634,0.152,0.778,95.842,235800,pop
0.585,0.476,10,-14.432,1,0.0285,0.0943,0.000002,0.0904,0.74,123.511,257000,rock
0.619,0.917,5,-3.753,1,0.0685,0.00382,0.0117,0.32,0.28,126.041,176830,edm
0.797,0.736,2,-5.6,1,0.147,0.0196,0,0.0858,0.562,100.041,193071,rap
0.8,0.841,5,-2.817,0,0.0524,0.0273,0,0.291,0.798,94.023,170133,latin
0.221,0.956,0,-4.641,1,0.0876,0.0103,0.000523,0.195,0.432,173.254,233960,rock
0.849,0.746,1,-6.189,1,0.129,0.00129,0.842,0.0209,0.586,128.014,202500,edm
0.847,0.573,0,-6.032,1,0.253,0.00739,0.0149,0.0845,0.332,99.919,137595,latin
0.536,0.948,5,-3.08,0,0.38,0.158,0,0.356,0.761,186.068,286267,rap
0.894,0.657,2,-9.086,1,0.284,0.103,0,0.0806,0.906,150.088,169600,rap
0.666,0.593,2,-7.612,1,0.0284,0.677,0.000015,0.104,0.96,135.196,211867,rock
0.333,0.922,0,-4.087,1,0.0592,0.0596,0.000002,0.126,0.335,162.978,289559,rock
0.762,0.998,1,-1.866,1,0.0931,0.046,0.803,0.33,0.0848,128.015,144375,edm
0.507,0.455,8,-6.492,1,0.0279,0.356,0,0.0889,0.333,137.87,235393,edm
0.366,0.931,0,-8.349,1,0.0609,0.00127,0.00213,0.305,0.559,141.162,308640,rock
0.514,0.835,4,-3.039,0,0.0752,0.00294,0.00243,0.0703,0.115,124.965,299720,edm
0.662,0.853,0,-4.764,1,0.445,0.291,0,0.116,0.524,99.626,154510,rap
0.755,0.229,6,-10.433,1,0.0397,0.88,0,0.11,0.722,124.675,193400,pop
0.784,0.904,4,-4.899,0,0.125,0.175,0.000007,0.327,0.818,102.001,254907,latin
0.784,0.648,0,-8.703,0,0.396,0.255,0.000039,0.328,0.808,128.033,165957,edm
0.849,0.922,6,-6.604,0,0.0684,0.0275,0.00862,0.0809,0.71,93.001,216440,latin
0.707,0.471,9,-7.667,1,0.0354,0.0086,0.00839,0.179,0.355,125.014,220640,edm
0.478,0.729,6,-8.538,1,0.732,0.0714,0,0.101,0.532,85.151,188464,rap
0.785,0.792,9,-4.695,0,0.0641,0.0104,0,0.104,0.528,155.036,249600,rap
0.586,0.718,10,-6.73,1,0.0556,0.0145,0.00003,0.148,0.0796,124.324,242151,edm
0.392,0.852,0,-4.006,0,0.182,0.261,0,0.0752,0.325,129.936,186613,edm
0.563,0.845,3,-5.221,0,0.085,0.157,0.000004,0.156,0.322,127.873,274920,latin
0.804,0.679,1,-7.399,1,0.175,0.132,0.000013,0.215,0.816,100.016,185584,latin
0.713,0.71,9,-6.626,0,0.0342,0.0154,0.0437,0.109,0.672,156.01,181923,pop
0.724,0.866,5,-3.293,0,0.0317,0.00126,0.916,0.346,0.565,123.968,192627,latin
0.602,0.97,1,-3.994,1,0.125,0.105,0.0053,0.201,0.364,127.953,177415,edm
0.739,0.898,9,-4.566,0,0.0895,0.112,0.00104,0.309,0.915,121.01,209160,rock
0.789,0.815,11,-7.991,0,0.0516,0.181,0.121,0.145,0.763,95.009,203667,latin
0.667,0.827,11,-10.869,0,0.0553,0.0286,0.0135,0.245,0.441,127.993,230600,pop
0.697,0.593,2,-6.356,0,0.194,0.227,0,0.11,0.484,148.019,238293,latin
0.711,0.534,5,-12.492,0,0.044,0.00352,0.000263,0.128,0.764,113.363,480496,latin
0.566,0.903,4,-0.484,0,0.0385,0.00243,0.000083,0.0996,0.0406,150.074,226000,edm
0.616,0.844,9,-4.908,0,0.029,0.0354,0.00234,0.236,0.183,92.024,187826,edm
0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,edm
0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,rock
0.731,0.687,1,-7.399,0,0.0586,0.232,0.000023,0.265,0.577,99.995,198053,latin
0.747,0.86,5,-6.73,1,0.0422,0.0261,0,0.212,0.908,102.01,196819,latin
0.681,0.721,6,-6.462,1,0.0808,0.0217,0.000003,0.0938,0.381,94.028,206809,pop
0.847,0.703,6,-4.434,1,0.0746,0.355,0.000039,0.0938,0.777,112.045,184141,pop
0.76,0.885,7,-4.107,1,0.0678,0.0205,0.000942,0.0795,0.623,123.97,195493,edm
0.476,0.795,7,-5.753,1,0.0318,0.00251,0.000173,0.463,0.793,126.787,321827,rock
0.612,0.804,10,-4.09,1,0.0351,0.443,0.000001,0.313,0.558,146.093,179680,rock
0.625,0.91,0,-2.583,0,0.107,0.0108,0,0.662,0.328,122.067,202930,edm
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,pop
0.186,0.749,8,-5.811,0,0.0764,0.000364,0,0.17,0.303,81.727,239583,rock
0.373,0.567,7,-10.835,1,0.032,0.0236,0.000003,0.0916,0.298,137.789,246267,rock
0.849,0.56,1,-8.573,1,0.344,0.181,0.000003,0.223,0.299,130.924,267171,rap
0.475,0.815,8,-6.068,0,0.124,0.133,0,0.11,0.48,126.164,165947,edm
0.524,0.806,1,-3.447,0,0.406,0.197,0,0.101,0.45,115.172,224360,pop
0.825,0.771,1,-4.116,1,0.0804,0.0167,0.000002,0.0901,0.718,102.927,173366,latin
0.824,0.716,7,-4.504,0,0.0732,0.0608,0,0.262,0.329,99.991,147988,rap
0.695,0.391,4,-8.66,1,0.0434,0.352,0,0.248,0.47,83.644,206973,rock
0.418,0.331,2,-9.516,1,0.0409,0.73,0,0.685,0.444,137.605,330840,edm
0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360,pop
0.704,0.721,8,-5.319,0,0.227,0.0355,0.000018,0.591,0.775,174.043,275467,rap
0.756,0.629,2,-6.604,1,0.0393,0.305,0.000019,0.135,0.433,141.003,211320,edm
0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,rock
0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,latin
0.479,0.898,6,-4.077,0,0.0431,0.000049,0.144,0.0673,0.311,128.088,263593,edm
0.563,0.915,7,-5.062,1,0.08,0.247,0.000085,0.0613,0.71,136.345,142227,rock
0.773,0.79,11,-5.187,0,0.257,0.369,0.0302,0.461,0.85,101.865,189400,rap
0.658,0.902,9,-2.194,0,0.41,0.0761,0,0.475,0.547,110.052,180187,edm
0.667,0.824,8,-5.867,1,0.0665,0.177,0.0152,0.0933,0.518,114.998,207851,pop
0.906,0.5,9,-5.364,0,0.0863,0.307,0.000076,0.0576,0.417,93.993,248326,latin
0.864,0.824,10,-4.345,0,0.0363,0.0543,0.25,0.227,0.338,128.017,151895,edm
0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,348624,rock
0.715,0.817,5,-6.227,0,0.0532,0.0325,0.000002,0.851,0.871,133.858,321573,rock
0.513,0.569,9,-8.278,1,0.029,0.468,0.00134,0.111,0.441,122.676,226867,rock
0.853,0.634,8,-6.222,1,0.414,0.367,0.000724,0.104,0.76,91.99,213913,latin
0.729,0.32,11,-7.278,0,0.0338,0.157,0.905,0.111,0.542,92,146070,rap
0.733,0.696,10,-7.327,0,0.0374,0.318,0.000075,0.0988,0.327,121.978,213443,edm
0.721,0.549,5,-10.98,1,0.186,0.138,0.000002,0.121,0.497,170.127,377573,rap
0.352,0.928,1,-3.71,1,0.0758,0.00113,0,0.0987,0.239,148.026,222107,rock
0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,457133,rock
0.815,0.57,3,-9.978,0,0.0857,0.103,0.891,0.0877,0.377,123.007,445000,edm
0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,185587,pop
0.729,0.915,9,-4.925,1,0.0376,0.000189,0.51,0.0718,0.484,124.996,157440,edm
0.647,0.193,6,-17.181,1,0.0529,0.0274,0.867,0.0974,0.262,170.535,304467,rap
0.698,0.714,11,-6.178,1,0.367,0.368,0,0.0824,0.864,112.856,133692,rap
0.697,0.94,0,-2.866,1,0.106,0.00102,0.0118,0.423,0.154,128.018,156338,edm
0.698,0.631,9,-9.244,1,0.396,0.254,0,0.241,0.578,83.084,201290,rap
0.789,0.737,9,-4.501,1,0.049,0.00107,0.898,0.057,0.679,124.004,265628,edm
0.73,0.781,7,-6.532,1,0.0875,0.128,0.948,0.0794,0.694,92.037,131500,latin
0.494,0.96,1,-5.64,1,0.072,0.00285,0.905,0.102,0.291,127.979,183750,edm
0.408,0.956,7,-5.546,1,0.368,0.479,0,0.344,0.544,87.797,107383,rap
0.389,0.864,4,-2.032,1,0.0518,0.0887,0,0.705,0.441,121.323,197857,edm
0.697,0.614,2,-7.611,0,0.0567,0.378,0.000009,0.16,0.728,125.871,192125,edm
0.744,0.988,1,-2.812,0,0.0548,0.0151,0.00094,0.17,0.816,124.943,200006,edm
0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,rock
0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653,edm
0.889,0.511,1,-9.043,0,0.317,0.0394,0,0.233,0.53,77.993,212767,rap
0.679,0.761,8,-7.501,1,0.0343,0.0606,0.9,0.635,0.454,117.987,284777,latin
0.815,0.741,9,-3.549,1,0.127,0.0393,0,0.0962,0.251,132.055,89973,rap
0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,256240,rap
0.769,0.752,11,-6,1,0.324,0.031,0.000003,0.0564,0.527,90.225,243107,rap
0.695,0.522,8,-7.271,1,0.321,0.192,0.000099,0.0816,0.327,134.979,154066,rap
0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,223187,pop
0.576,0.291,10,-9.919,0,0.108,0.773,0.908,0.205,0.201,89.529,253612,pop
0.761,0.637,8,-7.04,0,0.0533,0.327,0,0.0812,0.256,109.964,216000,rap
0.58,0.837,9,-4.778,0,0.0548,0.017,0.000471,0.132,0.274,97.916,225306,edm
0.715,0.792,2,-6.4,0,0.0325,0.055,0.0236,0.269,0.357,128.024,185161,pop
0.775,0.504,4,-9.479,1,0.0278,0.163,0.000034,0.0892,0.82,99.9,237627,latin
0.49,0.866,7,-3.152,1,0.0406,0.0182,0,0.106,0.185,127.998,219844,edm
0.596,0.707,7,-6.401,1,0.0269,0.164,0.00196,0.99,0.43,132.211,344584,latin
0.755,0.758,9,-6.855,0,0.0697,0.0052,0.0144,0.0661,0.389,100.036,210839,edm
0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685,latin
0.384,0.871,10,-3.926,0,0.0949,0.194,0,0.114,0.359,144.169,176576,edm
0.432,0.551,0,-8.096,1,0.0289,0.501,0.000002,0.472,0.253,136.465,346960,pop
0.488,0.862,0,-7.595,1,0.0476,0.0204,0,0.359,0.706,104.56,257827,rock
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,rock
0.523,0.861,0,-3.447,1,0.0644,0.0336,0,0.144,0.346,127.049,229149,pop
0.693,0.644,5,-4.633,0,0.418,0.139,0.000004,0.13,0.848,124.114,149032,latin
0.728,0.512,3,-10.299,1,0.0391,0.454,0.703,0.17,0.203,120.001,184500,latin
0.672,0.745,8,-6.139,1,0.0544,0.624,0.000005,0.107,0.766,90.04,234485,latin
0.774,0.577,3,-6.146,1,0.0829,0.516,0.00131,0.28,0.184,86.01,255000,rap
0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,185194,edm
0.617,0.887,6,-3.507,1,0.0554,0.151,0,0.18,0.597,140.019,182788,edm
0.331,0.965,3,-2.918,1,0.143,0.000112,0.000098,0.312,0.342,176.988,158360,rock
0.703,0.859,5,-3.473,1,0.0319,0.152,0.000005,0.206,0.684,106.011,187947,pop
0.8,0.734,4,-4.655,0,0.0706,0.131,0.00998,0.0987,0.496,122.021,199200,rock
0.671,0.565,1,-5.552,1,0.15,0.325,0.0498,0.0905,0.404,173.323,228307,latin
0.524,0.988,8,-3.999,0,0.0725,0.000049,0.818,0.305,0.208,128.005,309375,edm
0.805,0.622,1,-10.902,1,0.141,0.274,0.000838,0.102,0.716,122.006,344947,latin
0.839,0.865,0,-6.569,0,0.168,0.0058,0.918,0.254,0.0757,128.012,190100,edm
0.296,0.83,1,-7.051,0,0.0505,0.00081,0,0.263,0.478,164.124,223533,rock
0.458,0.909,0,-4.414,0,0.0446,0.000002,0.758,0.283,0.49,105.007,295227,rock
0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947,pop
0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,198237,rap
0.735,0.747,10,-4.959,1,0.0837,0.0741,0,0.103,0.555,123.025,232907,latin
0.697,0.966,8,-3.396,1,0.119,0.000652,0.0672,0.106,0.353,130.016,181846,edm
0.691,0.837,9,-8.546,1,0.0806,0.000279,0.00976,0.401,0.41,140.064,145357,edm
0.43,0.522,8,-4.934,0,0.0369,0.587,0,0.179,0.576,82.017,178909,rap
0.79,0.853,11,-4.564,0,0.0665,0.00116,0.000042,0.329,0.713,124.998,199874,pop
0.743,0.651,8,-4.452,0,0.176,0.0316,0.000018,0.0942,0.511,137.184,228042,rap
0.687,0.708,3,-8.133,0,0.0891,0.421,0.242,0.213,0.89,152.937,223234,rock
0.372,0.665,0,-7.85,0,0.0564,0.00697,0.000182,0.0861,0.0876,129.962,227370,rock
0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293,rock
0.644,0.753,6,-4.296,1,0.0391,0.0279,0.00227,0.108,0.209,117.148,211773,pop
0.857,0.541,1,-7.272,0,0.283,0.419,0.000001,0.108,0.565,101.913,173934,rap
0.704,0.573,7,-6.564,1,0.0319,0.38,0.000002,0.0963,0.89,95.957,211445,latin
0.595,0.928,0,-4.825,1,0.0821,0.0316,0,0.217,0.72,145.068,174780,rap
0.609,0.685,5,-5.063,0,0.034,0.129,0.000146,0.234,0.276,127.984,162000,edm
0.767,0.7,5,-8.253,1,0.184,0.268,0.736,0.105,0.548,127.973,196587,edm
0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533,rock
0.59,0.888,5,-2.851,1,0.0765,0.0216,0,0.487,0.288,126.094,185714,pop
0.746,0.693,1,-6.522,0,0.146,0.307,0.000008,0.0921,0.672,83.527,138213,rap
0.648,0.688,8,-8.751,1,0.0335,0.052,0.87,0.113,0.121,114.995,239888,edm
0.856,0.57,8,-8.033,1,0.292,0.121,0.0241,0.215,0.3,149.946,152800,pop
0.81,0.752,11,-6.951,0,0.118,0.0722,0,0.112,0.882,136.038,185332,rap
0.383,0.888,1,-6.503,0,0.037,0.000492,0.000174,0.0479,0.393,163.23,229867,rock
0.615,0.799,9,-6.892,0,0.0305,0.0341,0.192,0.111,0.697,114.984,243347,rock
0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,pop
0.392,0.628,10,-5.925,1,0.0345,0.289,0,0.174,0.247,160.018,236440,latin
0.745,0.651,9,-7.94,0,0.374,0.182,0,0.128,0.696,164.023,213448,rap
0.856,0.472,3,-9.452,1,0.0641,0.14,0,0.123,0.642,96.957,249133,rap
0.505,0.838,8,-7.182,1,0.48,0.124,0,0.118,0.741,126.216,217208,rap
0.751,0.719,11,-6.137,0,0.101,0.0365,0.0146,0.203,0.292,122.05,192441,edm
0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,latin
0.726,0.808,10,-4.377,0,0.134,0.344,0.000163,0.0828,0.483,96.042,207739,rap
0.717,0.784,1,-4.352,0,0.0527,0.00812,0.00554,0.116,0.304,125.038,183545,edm
0.561,0.763,8,-6.328,0,0.322,0.0846,0,0.0622,0.78,82.158,286200,rap
0.812,0.496,9,-5.969,0,0.297,0.271,0,0.0955,0.55,109.979,241293,rap
0.796,0.696,8,-4.384,0,0.382,0.389,0,0.0989,0.768,187.832,322573,latin
0.808,0.778,5,-5.502,0,0.109,0.337,0,0.0682,0.947,84.018,226000,latin
0.65,0.72,5,-5.501,1,0.154,0.179,0.00317,0.309,0.95,120.086,175830,latin
0.748,0.718,4,-8.131,1,0.0612,0.266,0,0.241,0.627,100.001,227800,latin
0.53,0.538,5,-6.672,1,0.0335,0.17,0.000003,0.248,0.288,148.051,233654,latin
0.431,0.458,10,-11.147,0,0.0481,0.284,0.479,0.107,0.132,180.013,294093,pop
0.752,0.556,0,-8.822,0,0.291,0.166,0.00244,0.186,0.549,90.944,225643,pop
0.745,0.538,4,-8.922,0,0.136,0.385,0,0.0796,0.927,145.662,291533,latin
0.863,0.84,1,-3.7,0,0.0587,0.158,0,0.368,0.934,109.977,200973,latin
0.835,0.572,9,-5.86,1,0.244,0.149,0.00617,0.156,0.459,145.914,257556,rap
0.891,0.486,6,-7.803,1,0.159,0.0158,0.000004,0.0925,0.239,125.01,200080,pop
0.709,0.982,10,-3.768,0,0.0666,0.000373,0.353,0.285,0.192,128.005,155827,edm
0.486,0.731,11,-8.789,0,0.0924,0.00108,0.0011,0.162,0.831,117.022,235520,rock
0.704,0.903,9,-5.329,0,0.0758,0.197,0,0.142,0.879,160.027,231967,latin
0.506,0.897,11,-5.265,1,0.398,0.332,0,0.117,0.604,109.059,140634,rap
0.573,0.672,1,-5.917,0,0.0886,0.209,0,0.137,0.344,160.137,223687,pop
0.946,0.723,9,-3.692,1,0.114,0.0778,0,0.0608,0.349,102.956,160877,latin
0.399,0.916,1,-4.674,0,0.25,0.0129,0.00601,0.1,0.0393,170.276,163765,edm
0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400,rock
0.334,0.941,5,-4.406,1,0.111,0.00154,0,0.151,0.282,168.032,227933,rock
0.714,0.783,7,-5.466,0,0.0288,0.0928,0.000038,0.582,0.54,121.993,215667,pop
0.774,0.59,5,-7.387,0,0.0616,0.214,0,0.0984,0.379,134.996,224522,rap
0.757,0.897,7,-2.375,0,0.0559,0.0246,0,0.151,0.637,103.02,204267,latin
0.703,0.752,1,-5.441,0,0.09,0.535,0,0.126,0.679,93.089,267347,latin
0.824,0.768,8,-6.919,1,0.0409,0.346,0.000002,0.145,0.896,106.971,254293,latin
0.658,0.649,5,-6.523,0,0.224,0.132,0.000002,0.112,0.758,183.982,193045,rap
0.486,0.706,5,-4.746,0,0.0435,0.239,0,0.138,0.375,172.006,154186,edm
0.754,0.449,7,-9.212,1,0.108,0.0329,0.000078,0.55,0.35,77.167,198973,rap
0.285,0.371,1,-6.833,1,0.0295,0.698,0.00392,0.104,0.372,154.989,238076,pop
0.861,0.599,1,-4.205,1,0.246,0.183,0,0.0921,0.869,102.119,186893,latin
0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760,pop
0.744,0.71,0,-6.291,0,0.0551,0.0287,0,0.107,0.652,119.945,216789,pop
0.71,0.543,6,-9.724,1,0.172,0.01,0,0.152,0.315,92.113,188152,rap
0.527,0.74,0,-6.336,1,0.0636,0.0165,0.000002,0.121,0.572,76.531,203080,pop
0.545,0.901,0,-2.683,1,0.0801,0.00945,0.000003,0.27,0.302,125.069,225867,edm
0.796,0.764,1,-5.667,1,0.0986,0.151,0,0.0789,0.869,94.018,286563,latin
0.641,0.747,4,-5.902,0,0.0831,0.02,0,0.11,0.757,89.024,264387,rap
0.886,0.479,4,-8.054,0,0.334,0.077,0,0.135,0.408,130.029,158692,rap
0.728,0.687,7,-12.944,0,0.0456,0.0611,0.18,0.0575,0.82,120.575,292567,latin
0.896,0.517,6,-12.813,0,0.143,0.00596,0.364,0.124,0.285,98.472,240493,rap
0.298,0.92,6,-7.454,0,0.0924,0.0326,0.000547,0.0708,0.388,179.953,400693,rock
0.635,0.429,9,-9.926,0,0.113,0.115,0,0.0689,0.25,121.953,258044,rap
0.784,0.961,1,-6.061,0,0.0662,0.00929,0.88,0.11,0.0329,125.994,322612,edm
0.561,0.735,6,-6.847,0,0.0357,0.795,0,0.871,0.775,147.975,166673,edm
0.83,0.387,10,-12.908,0,0.345,0.0858,0.407,0.0926,0.561,120.006,132193,rap
0.705,0.648,4,-10.467,0,0.141,0.00476,0.000595,0.373,0.398,130.037,155350,rap
0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,217613,rock
0.479,0.84,7,-5.629,1,0.031,0.00687,0.000647,0.214,0.725,149.968,225227,rock
0.632,0.68,11,-7.521,0,0.03,0.032,0.00268,0.102,0.505,124.026,201290,latin
0.421,0.991,8,-3.678,1,0.124,0.000004,0.0466,0.13,0.446,159.998,234387,pop
0.304,0.91,2,-6.096,0,0.117,0.0524,0.000036,0.111,0.305,118.794,270787,rock
0.512,0.5,9,-6.937,1,0.0282,0.828,0,0.0907,0.196,80.075,213427,rock
0.74,0.582,5,-5.435,0,0.0609,0.000302,0.307,0.278,0.0705,130.01,472773,edm
0.756,0.572,9,-7.019,1,0.0763,0.0478,0,0.0853,0.417,102.986,204400,edm
0.653,0.565,1,-6.636,1,0.0354,0.00561,0.00003,0.145,0.165,124.987,222253,pop
0.813,0.966,0,-3.924,1,0.0417,0.173,0,0.0729,0.681,130.086,213461,pop
0.871,0.623,8,-9.404,0,0.188,0.0346,0.0292,0.081,0.862,102.147,203773,latin
0.712,0.891,2,-6.457,1,0.24,0.0557,0,0.133,0.799,170.13,225933,rap
0.797,0.347,0,-10.388,1,0.0663,0.28,0.00497,0.167,0.191,123.027,205960,edm
0.557,0.979,6,-4.254,1,0.0489,0.0013,0.834,0.0483,0.856,127.998,288805,latin
0.722,0.63,3,-5.784,0,0.132,0.0485,0.000294,0.179,0.519,150.023,227480,pop
0.585,0.85,5,-5.345,1,0.0262,0.00445,0.551,0.0876,0.883,119.999,274351,pop
0.832,0.608,6,-6.042,0,0.0385,0.282,0,0.0761,0.589,94.013,198707,latin
0.848,0.708,0,-5.625,1,0.0925,0.0466,0.000038,0.13,0.765,156.007,157000,rap
0.715,0.968,11,-2.06,0,0.339,0.0221,0.0258,0.59,0.484,127.931,235430,edm
0.742,0.604,8,-7.278,0,0.415,0.0325,0,0.599,0.52,134.96,231786,rap
0.591,0.779,8,-7.372,1,0.0576,0.0961,0.184,0.0868,0.36,145.027,178759,pop
0.584,0.732,1,-5.276,0,0.236,0.00198,0,0.116,0.361,155.033,198027,rap
0.34,0.775,11,-4.832,0,0.0551,0.00547,0.000269,0.27,0.226,75.199,225877,rap
0.701,0.805,11,-7.457,1,0.0765,0.000783,0.00104,0.052,0.34,127.025,201187,edm
0.737,0.583,5,-6.403,1,0.274,0.27,0,0.0808,0.751,173.987,177731,pop
0.767,0.929,9,-4.392,1,0.0621,0.137,0,0.259,0.962,126.046,209895,latin
0.552,0.675,11,-3.824,1,0.297,0.311,0,0.119,0.586,183.785,198320,latin
0.574,0.954,6,-5.046,0,0.059,0.00357,0.425,0.308,0.577,129.987,179538,edm
0.634,0.726,6,-5.58,0,0.378,0.0274,0.000013,0.365,0.527,139.845,232229,rap
0.75,0.467,4,-8.55,0,0.045,0.0583,0.000002,0.0766,0.61,155.697,410400,rap
0.655,0.787,2,-3.031,1,0.264,0.122,0.000003,0.178,0.554,181.799,202227,pop
0.696,0.851,7,-4.396,1,0.0333,0.131,0.000078,0.155,0.455,118.007,190380,latin
0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,161507,rap
0.731,0.608,1,-7.723,1,0.206,0.458,0,0.0932,0.192,120.007,176082,rap
0.702,0.914,7,-2.934,0,0.0376,0.153,0,0.0625,0.563,96.991,190916,latin
0.595,0.736,8,-3.115,1,0.0406,0.116,0,0.0931,0.506,127.956,217347,edm
0.673,0.722,6,-5.324,1,0.122,0.152,0,0.0902,0.808,123.952,201504,pop
0.693,0.572,8,-8.89,1,0.0746,0.127,0.953,0.102,0.732,130.048,160659,pop
0.595,0.797,8,-2.565,1,0.0466,0.0509,0.000005,0.104,0.221,122.801,233902,edm
0.537,0.845,4,-4.851,0,0.0576,0.00217,0.752,0.101,0.142,137.992,254783,edm
0.6,0.757,1,-7.666,1,0.135,0.0335,0.000165,0.296,0.443,73.061,223665,rap
0.455,0.891,2,-3.131,1,0.0869,0.00725,0,0.237,0.595,181.011,182827,pop
0.66,0.762,0,-6.324,1,0.36,0.0231,0,0.426,0.49,95.916,231684,rap
0.798,0.904,0,-3.316,0,0.0476,0.0747,0.000007,0.0522,0.966,135.008,236400,pop
0.455,0.758,0,-11.361,1,0.0454,0.223,0.000003,0.0986,0.54,141.304,294000,rock
0.423,0.746,0,-6.912,1,0.0582,0.0385,0.000013,0.21,0.214,139.804,247422,pop
0.455,0.786,11,-5.544,0,0.0669,0.142,0.000606,0.336,0.449,108.753,230573,edm
0.752,0.543,1,-9.483,1,0.0398,0.623,0.0706,0.107,0.282,126.001,233280,pop
0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,pop
0.785,0.793,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,310600,rap
0.612,0.683,10,-8.512,0,0.208,0.259,0.00001,0.626,0.434,143.094,248987,rap
0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,300107,rock
0.727,0.57,6,-11.438,0,0.0358,0.36,0.0585,0.202,0.737,126.805,222773,rock
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,pop
0.686,0.722,4,-6.351,0,0.26,0.201,0,0.48,0.84,83.98,246857,rap
0.627,0.717,8,-5.751,0,0.0376,0.017,0,0.261,0.561,105.05,247427,edm
0.591,0.843,5,-5.159,1,0.0347,0.0125,0.00275,0.0807,0.251,130.019,360010,edm
0.839,0.907,1,-2.254,1,0.0788,0.0339,0.000006,0.0849,0.714,128.028,250313,edm
0.704,0.572,3,-7.107,0,0.038,0.185,0,0.124,0.17,90.013,118667,rap
0.851,0.703,6,-8.4,0,0.24,0.0581,0,0.0933,0.837,100.002,253307,rap
0.611,0.369,10,-10.412,1,0.0811,0.657,0,0.112,0.362,80.111,187014,pop
