,playlist_genre,z_i_danceability,z_i_energy,z_i_key,z_i_loudness,z_i_mode,z_i_speechiness,z_i_acousticness,z_i_instrumentalness,z_i_liveness,z_i_valence,z_i_tempo,z_i_duration_ms,z_i_playlist_genre
6975,edm,0.5035605,0.696947,0.0,0.8526706,1.0,0.2280502,0.2062374,0.0,0.1214859,0.7416751,0.9261255,0.2919503,0.8333333
6976,edm,0.5788403,0.9629935,0.1818182,0.8936362,1.0,0.0491448,0.0117706,0.1247485,0.4638554,0.0910192,0.5806985,0.324293,0.8333333
6977,rock,0.5066124,0.7229515,0.9090909,0.8045387,1.0,0.0570125,0.2394366,0.0,0.3544177,0.8900101,0.6956895,0.6228762,0.1666667
6978,latin,0.6592065,0.4519041,0.6363636,0.7919661,1.0,0.0542759,0.6921529,9.1e-06,0.3293173,0.5116044,0.3976945,0.554744,0.6666667
6979,pop,0.629705,0.8049659,0.6363636,0.8340842,1.0,0.0387685,0.0224346,0.0005895,0.0841365,0.4540868,0.463056,0.4218427,0.5
6980,pop,0.8056968,0.5839272,0.6363636,0.8437651,1.0,0.2348917,0.1338028,0.0,0.0462851,0.863774,0.4496849,0.384397,0.5
6981,pop,0.6917599,0.8709774,0.0909091,0.8749869,1.0,0.0777651,0.139839,0.0,0.0928715,0.8415742,0.517825,0.3821705,0.5
6982,latin,0.6765005,0.7989648,0.5454545,0.9131865,0.0,0.0703535,0.1810865,0.0,0.125502,0.5045409,0.4629969,0.4361768,0.6666667
6983,edm,0.577823,0.9299877,1.0,0.8548708,1.0,0.0619156,0.0012274,0.7907445,0.2349398,0.2199798,0.6811834,0.3566007,0.8333333
6984,rap,0.8067141,0.5569225,0.4545455,0.822727,0.0,0.1744584,0.139839,0.0,0.3785141,0.7568113,0.3439469,0.5479594,0.3333333
6985,edm,0.7202442,0.9499912,0.0,0.887769,1.0,0.0843786,0.0140845,0.3360161,0.0598394,0.4288597,0.5811389,0.3535626,0.8333333
6986,rock,0.4191251,0.9189858,0.4545455,0.8205058,1.0,0.2098062,0.0124748,0.0604628,0.4257028,0.5771948,0.7553484,0.438814,0.1666667
6987,latin,0.7477111,0.382892,0.0,0.6288372,1.0,0.1630559,0.3108652,0.0,0.1174699,0.4712412,0.7222681,0.2007941,0.6666667
6988,rock,0.5595117,0.8739779,0.3636364,0.8885024,1.0,0.0366021,0.0004386,1.01e-05,0.2068273,0.320888,0.5521403,0.4597283,0.1666667
6989,latin,0.8179044,0.8179681,1.0,0.852021,1.0,0.3443558,0.1649899,6.44e-05,0.2730924,0.9727548,0.7715934,0.4235943,0.6666667
6990,rap,0.9053917,0.6069312,0.8181818,0.8283637,0.0,0.1413911,0.1589537,0.0002294,0.1184739,0.2260343,0.6084939,0.4457679,0.3333333
6991,pop,0.6154629,0.9969995,0.3636364,0.9050772,0.0,0.0358039,0.0090644,0.4134809,0.1506024,0.8234107,0.5902285,0.6094607,0.5
6992,edm,0.7690743,0.7719601,0.7272727,0.8815246,1.0,0.0580388,0.1428571,8e-06,0.0996988,0.6337033,0.5173347,0.3444853,0.8333333
6993,latin,0.8585961,0.7979646,0.7272727,0.890053,1.0,0.1128848,0.0633803,0.0,0.1355422,0.7184662,0.4630514,0.3478076,0.6666667
6994,rock,0.6836216,0.719951,0.8181818,0.8102382,1.0,0.0399088,0.0375252,9.1e-06,0.037249,0.8355197,0.5390689,0.3685156,0.1666667
6995,rap,0.8606307,0.7919636,0.5454545,0.8380655,1.0,0.0436716,0.3501006,0.0097082,0.0895582,0.5842583,0.6174654,0.3558183,0.3333333
6996,rock,0.4669379,0.902983,0.4545455,0.875867,0.0,0.0767389,0.0088229,0.0,0.1686747,0.3673058,0.3458992,0.4275024,0.1666667
6997,latin,0.7721261,0.8999825,0.1818182,0.8734153,0.0,0.0733181,0.0808853,0.0,0.2248996,0.7669021,0.4541207,0.3999397,0.6666667
6998,rap,0.7761953,0.7079489,0.9090909,0.8411248,0.0,0.1322691,0.0874245,4e-06,0.2349398,0.4016145,0.4223344,0.4476772,0.3333333
6999,rock,0.2848423,0.9079839,0.1818182,0.8578463,0.0,0.1242873,0.0328974,9.1e-06,0.1807229,0.2623613,0.5389191,0.5178568,0.1666667
7000,rap,0.8494405,0.5839272,0.3636364,0.7842759,0.0,0.0746864,0.0573441,0.0,0.3564257,0.172553,0.5447714,0.518246,0.3333333
7001,latin,0.4933876,0.6209337,0.0909091,0.8032395,0.0,0.0405929,0.5100604,6.34e-05,0.1626506,0.4177598,0.526279,0.2615052,0.6666667
7002,latin,0.7395727,0.445903,0.6363636,0.7317855,1.0,0.040821,0.5030181,0.0003149,0.1134538,0.5398587,0.4812715,0.4219984,0.6666667
7003,latin,0.8687691,0.7799615,0.6363636,0.8574482,1.0,0.1231471,0.1327968,1e-06,0.189759,0.8557013,0.5447033,0.4336934,0.6666667
7004,rock,0.560529,0.5079139,1.0,0.821826,0.0,0.0394527,0.7052314,0.0025855,0.0426707,0.1301715,0.6396945,0.5671357,0.1666667
7005,rap,0.9735504,0.5239167,0.0909091,0.8178446,1.0,0.2748005,0.0084708,0.0,0.12249,0.5206862,0.4772125,0.5886748,0.3333333
7006,pop,0.6236012,0.6609407,0.8181818,0.8688473,1.0,0.0299886,0.0065594,0.0,0.097992,0.5136226,0.5038683,0.4413558,0.5
7007,rap,0.7029502,0.7509564,0.0,0.8837039,1.0,0.2599772,0.3179074,0.0,0.0811245,0.6781029,0.7713165,0.4301454,0.3333333
7008,rap,0.5473042,0.6749431,0.0,0.9250885,1.0,0.381984,0.2464789,0.0,0.3634538,0.5237134,0.358612,0.5544462,0.3333333
7009,rap,0.8901322,0.5969295,0.0909091,0.8026947,1.0,0.3340935,0.0001801,0.0,0.3182731,0.3420787,0.3958693,0.3408011,0.3333333
7010,latin,0.7253306,0.7289526,0.6363636,0.846992,1.0,0.0351197,0.0094064,0.0001066,0.0807229,0.740666,0.5537975,0.4155096,0.6666667
7011,rap,0.8809766,0.7489561,0.1818182,0.8899482,1.0,0.2884835,0.1509054,0.0,0.0616466,0.8990918,0.4180393,0.48023,0.3333333
7012,edm,0.8148525,0.9809967,0.6363636,0.9158687,1.0,0.0748005,0.021831,5e-06,0.3002008,0.8163471,0.5810662,0.319443,0.8333333
7013,rock,0.207528,0.8439727,0.1818182,0.7132619,1.0,0.1242873,0.0004266,0.165996,0.123494,0.3077699,0.8341309,0.6168292,0.1666667
7014,edm,0.6765005,0.5949291,0.0909091,0.8258492,0.0,0.059065,0.2283702,0.0,0.2178715,0.5983855,0.440273,0.3893969,0.8333333
7015,pop,0.6978637,0.5639237,0.4545455,0.8462377,0.0,0.0342075,0.0602616,0.0,0.0917671,0.2684157,0.4538801,0.4056538,0.5
7016,latin,0.6663276,0.7219513,0.0,0.8742535,0.0,0.054732,0.5593561,0.0,0.1335341,0.3007064,0.4090723,0.3974387,0.6666667
7017,rock,0.7477111,0.7239517,0.6363636,0.8373531,1.0,0.0416192,0.3943662,4e-06,0.4126506,0.9323915,0.5485762,0.3791538,0.1666667
7018,latin,0.6520855,0.6349361,0.7272727,0.820443,0.0,0.0380844,0.1971831,0.0,0.3995984,0.6135217,0.454098,0.3654074,0.6666667
7019,pop,0.7700916,0.6519391,0.8181818,0.6607296,0.0,0.0379704,0.2152918,0.2585513,0.0906627,0.8698285,0.5646668,0.6388159,0.5
7020,latin,0.8016277,0.6739429,0.1818182,0.7974352,1.0,0.0612315,0.2826962,0.0331992,0.0895582,0.8718466,0.4313105,0.4101652,0.6666667
7021,rap,0.6775178,0.7149501,0.1818182,0.8627287,0.0,0.2976055,0.11167,1.01e-05,0.2309237,0.7315843,0.3997512,0.4272143,0.3333333
7022,pop,0.3967447,0.6179331,0.1818182,0.8027157,1.0,0.0466363,0.0919517,0.0597586,0.0838353,0.1160444,0.4793827,0.4573928,0.5
7023,edm,0.7934893,0.8729778,0.2727273,0.848396,0.0,0.0491448,0.0412475,0.9074447,0.188755,0.740666,0.5630006,0.3940406,0.8333333
7024,pop,0.5686673,0.776961,0.0909091,0.8678625,1.0,0.0492588,0.3118712,0.0,0.1054217,0.3319879,0.3950747,0.4422102,0.5
7025,edm,0.6968464,0.862976,0.7272727,0.8516858,1.0,0.1470924,0.0035513,0.1700201,0.1084337,0.4530777,0.581266,0.3498375,0.8333333
7026,edm,0.8942014,0.8489736,0.8181818,0.845148,0.0,0.2075257,0.0084909,0.3732394,0.0691767,0.7386478,0.549348,0.3552772,0.8333333
7027,latin,0.6724313,0.7229515,0.4545455,0.8271064,0.0,0.0645382,0.1800805,1.21e-05,0.1405622,0.3188698,0.516581,0.3110196,0.6666667
7028,rap,0.8107833,0.5179156,0.0909091,0.8097982,0.0,0.0527936,0.4004024,0.0001408,0.0927711,0.9545913,0.6354948,0.2326132,0.3333333
7029,latin,0.792472,0.8209687,0.1818182,0.9141295,1.0,0.0647662,0.2474849,0.0,0.1626506,0.2260343,0.4357826,0.3272533,0.6666667
7030,rock,0.4333672,0.9719951,0.0,0.8659556,1.0,0.1087799,0.0017103,0.0,0.1716867,0.3440969,0.5049716,0.3140713,0.1666667
7031,pop,0.7212614,0.8309704,0.1818182,0.8298095,0.0,0.0445838,0.1086519,0.0012877,0.1596386,0.8738648,0.476595,0.434143,0.5
7032,latin,0.6734486,0.6019303,0.3636364,0.8607799,0.0,0.0457241,0.0532193,0.0,0.3574297,0.2926337,0.6082533,0.4514256,0.6666667
7033,rock,0.4191251,0.5279174,0.0909091,0.8347128,1.0,0.0295325,0.2997988,5.03e-05,0.3333333,0.1765893,0.3630478,0.5081509,0.1666667
7034,latin,0.6164802,0.9469907,0.5454545,0.8801207,0.0,0.0423033,0.0008793,0.3158954,0.0516064,0.7961655,0.5407624,0.4496604,0.6666667
7035,rock,0.6571719,0.856975,0.9090909,0.8643212,0.0,0.0663626,0.0652918,0.0901408,0.1204819,0.7769929,0.6265732,0.3897589,0.1666667
7036,rock,0.5757884,0.7649589,0.9090909,0.8150577,0.0,0.0368301,0.1810865,0.0133803,0.1365462,0.9778002,0.3405554,0.3072206,0.1666667
7037,rock,0.4506612,0.9559923,0.1818182,0.8434088,1.0,0.0582668,5.23e-05,0.8299799,0.1355422,0.9172553,0.6663004,0.3948288,0.1666667
7038,edm,0.6673449,0.7499562,0.4545455,0.8770195,0.0,0.0665906,0.0020825,0.8792757,0.1174699,0.1200807,0.5722536,0.2683969,0.8333333
7039,rap,0.7589013,0.6189333,0.0,0.7840245,0.0,0.5997719,0.3832998,0.0,0.1044177,0.7517659,0.6618283,0.2990386,0.3333333
7040,edm,0.6164802,0.7729603,0.1818182,0.8336232,0.0,0.045268,0.0417505,0.0007183,0.0971888,0.5338042,0.5811843,0.411876,0.8333333
7041,pop,0.6531027,0.8729778,0.1818182,0.8513086,1.0,0.0628278,0.0039638,0.0,0.1757028,0.6680121,0.3723099,0.3659972,0.5
7042,rock,0.6775178,0.3988948,0.0,0.6884521,0.0,0.0441277,0.8128773,0.9044266,0.088755,0.3471241,0.4540526,0.4850567,0.1666667
7043,edm,0.723296,0.9289876,0.0,0.8629801,0.0,0.1938426,0.7032193,0.0009658,0.2941767,0.765893,0.4997185,0.3575057,0.8333333
7044,rap,0.7436419,0.3908934,0.1818182,0.6372818,1.0,0.309008,0.6841046,0.0628773,0.1004016,0.2724521,0.7034215,0.3298009,0.3333333
7045,pop,0.4577823,0.4609057,0.0,0.803952,1.0,0.1824401,0.3470825,0.0008421,0.0875502,0.185671,0.4482547,0.5142232,0.5
7046,edm,0.4557477,0.7839622,0.8181818,0.8960459,1.0,0.0714937,0.1066398,0.0001087,0.6706827,0.2381433,0.6185869,0.3557988,0.8333333
7047,edm,0.5513733,0.8639762,0.2727273,0.8708589,1.0,0.1413911,0.1056338,0.0,0.0996988,0.1594349,0.5802853,0.3675872,0.8333333
7048,rap,0.8006104,0.6709424,0.0909091,0.8620581,0.0,0.1033067,0.001328,0.0,0.0786145,0.6427851,0.3718332,0.4634145,0.3333333
7049,rap,0.5239064,0.7949641,1.0,0.8302286,0.0,0.7628278,0.7384306,0.0,0.6375502,0.7487386,0.4481639,0.2880286,0.3333333
7050,latin,0.6744659,0.7129498,0.6363636,0.8340004,0.0,0.1277081,0.0355131,8e-06,0.0846386,0.6962664,0.462947,0.3774411,0.6666667
7051,pop,0.4140387,0.1468507,0.1818182,0.7884249,1.0,0.0404789,0.862173,3e-06,0.0916667,0.0771948,0.6414652,0.4386836,0.5
7052,pop,0.6795524,0.4299002,0.8181818,0.6585294,1.0,0.0354618,0.417505,9.1e-06,0.0571285,0.7790111,0.4196466,0.4998735,0.5
7053,rock,0.3743642,0.8239692,0.0909091,0.8879995,0.0,0.0457241,0.0094869,0.0,0.1104418,0.1210898,0.7354031,0.5348534,0.1666667
7054,edm,0.8229908,0.5449204,0.6363636,0.8333508,1.0,0.0838084,0.3943662,0.0,0.1516064,0.2462159,0.4404409,0.3433857,0.8333333
7055,edm,0.5503561,0.919986,0.6363636,0.9041552,1.0,0.1068415,0.0194165,0.0003994,0.0914659,0.2018163,0.5627736,0.4094607,0.8333333
7056,rap,0.7802645,0.6779436,0.8181818,0.8099449,1.0,0.1562144,0.0073541,0.0,0.315261,0.6407669,0.421894,0.5196726,0.3333333
7057,edm,0.6103764,0.9469907,0.5454545,0.9347275,0.0,0.1858609,0.0397384,0.0,0.1004016,0.3501514,0.5722763,0.3328078,0.8333333
7058,rap,0.706002,0.8619758,0.6363636,0.8987909,0.0,0.2474344,0.1800805,0.0,0.3242972,0.2926337,0.4085366,0.407495,0.3333333
7059,rap,0.8087487,0.5219163,0.4545455,0.8097144,0.0,0.1984036,0.11167,0.0,0.3604418,0.6397578,0.3814767,0.5062046,0.3333333
7060,edm,0.6134283,0.8649764,0.8181818,0.8284265,1.0,0.0387685,0.0099698,0.022837,0.2038153,0.2896065,0.5629325,0.3610245,0.8333333
7061,edm,0.6653103,0.759958,0.0,0.8964022,0.0,0.0513113,0.0801811,0.0,0.3002008,0.4137235,0.4537757,0.3829957,0.8333333
7062,latin,0.8138352,0.6809442,0.1818182,0.8878738,1.0,0.1039909,0.1408451,0.0,0.0834337,0.6427851,0.4178259,0.4504077,0.6666667
7063,latin,0.8779247,0.3408847,0.5454545,0.670641,1.0,0.0960091,0.0007897,0.8108652,0.1064257,0.3168517,0.4084367,0.0908994,0.6666667
7064,rock,0.5574771,0.6989473,0.3636364,0.7490518,1.0,0.0324971,0.0031489,0.1,0.0956827,0.7245207,0.5507464,0.7079407,0.1666667
7065,pop,0.6236012,0.902983,0.0,0.8686797,1.0,0.040935,0.1056338,0.1277666,0.076004,0.9838547,0.7263407,0.4443666,0.5
7066,edm,0.7273652,0.7219513,0.8181818,0.8171741,0.0,0.0473204,0.0108652,0.0017002,0.2289157,0.1836529,0.6355584,0.5332769,0.8333333
7067,pop,0.5717192,0.7679594,0.0909091,0.8683863,0.0,0.0556442,0.0036318,0.0,0.074498,0.2199798,0.6354903,0.3777797,0.5
7068,latin,0.9125127,0.7479559,0.7272727,0.8771452,1.0,0.1824401,0.0667002,0.0,0.0958835,0.4117053,0.467569,0.3962827,0.6666667
7069,edm,0.7141404,0.8199685,0.6363636,0.8826981,0.0,0.0718358,0.1971831,0.0,0.1566265,0.5247225,0.4900568,0.356408,0.8333333
7070,rap,0.5452696,0.8789788,0.0909091,0.9100224,1.0,0.0708096,0.0746479,0.0,0.0850402,0.3370333,0.6362576,0.365894,0.3333333
7071,rap,0.7456765,0.5309179,1.0,0.7382394,0.0,0.3717218,0.1307847,0.0,0.3554217,0.3814329,0.7792529,0.6395886,0.3333333
7072,rap,0.7538149,0.5799265,0.0,0.8110764,1.0,0.4310148,0.1539235,0.0,0.1094378,0.431887,0.4408223,0.422265,0.3333333
7073,rap,0.8280773,0.3868927,0.0,0.7665277,1.0,0.1077537,0.0249497,0.0,0.1315261,0.7991927,0.4266068,0.4304568,0.3333333
7074,edm,0.6378433,0.8319706,0.5454545,0.8575111,0.0,0.054504,0.0094467,0.0030684,0.1154618,0.2179617,0.581266,0.5724392,0.8333333
7075,edm,0.6327569,0.7959643,0.0,0.9104415,0.0,0.1961231,0.6710262,0.0,0.1064257,0.6256307,0.8976309,0.3227127,0.8333333
7076,pop,0.7497457,0.8599755,0.7272727,0.9177126,0.0,0.0676169,0.110664,2e-06,0.0576305,0.6619576,0.4267339,0.368282,0.5
7077,rap,0.5788403,0.8279699,0.0909091,0.8839763,0.0,0.4401368,0.7052314,0.0,0.1074297,0.5116044,0.3697901,0.1833012,0.3333333
7078,edm,0.7772126,0.7299527,0.9090909,0.8055026,0.0,0.0527936,0.0205231,0.8913481,0.0827309,0.2371342,0.5630096,0.432946,0.8333333
7079,pop,0.7395727,0.582927,0.6363636,0.8185361,0.0,0.08187,0.0653924,0.0,0.1064257,0.6347124,0.6718804,0.3266577,0.5
7080,rap,0.8240081,0.6519391,0.7272727,0.751273,1.0,0.2120867,0.0948692,0.000505,0.1054217,0.6125126,0.7269582,0.4169829,0.3333333
7081,edm,0.6805697,0.8879804,0.6363636,0.8578673,0.0,0.1124287,0.0379276,0.0017304,0.3383534,0.3057518,0.5811616,0.7674685,0.8333333
7082,latin,0.8138352,0.7169505,0.2727273,0.84014,0.0,0.059065,0.1539235,0.004668,0.1666667,0.5176589,0.4314058,0.3708102,0.6666667
7083,edm,0.6917599,0.9929988,0.3636364,0.9226578,0.0,0.3249715,0.0009859,0.6468813,0.3483936,0.2512614,0.5903965,0.2410346,0.8333333
7084,rock,0.2726348,0.5879279,0.7272727,0.8866584,0.0,0.0354618,0.1700201,0.0020523,0.1566265,0.0779011,0.4711558,0.748551,0.1666667
7085,edm,0.7721261,0.7669592,0.0,0.8707122,0.0,0.0783352,0.1529175,0.0264588,0.1495984,0.370333,0.5672366,0.4318289,0.8333333
7086,edm,0.6429298,0.959993,0.9090909,0.8314649,0.0,0.0551881,0.0674044,0.8511066,0.0940763,0.580222,0.5628553,0.3660828,0.8333333
7087,rap,0.6317396,0.3918936,1.0,0.6689018,0.0,0.2588369,0.4859155,0.0087022,0.1425703,0.3279516,0.691349,0.3767229,0.3333333
7088,rock,0.4445575,0.7639587,0.8181818,0.7835216,1.0,0.0465222,0.0007988,0.0042354,0.2028112,0.4298688,0.3494951,0.382513,0.1666667
7089,rock,0.5493388,0.4649064,0.6363636,0.7373593,1.0,0.0344356,0.6559356,0.0054728,0.1325301,0.3440969,0.4301028,0.4847706,0.1666667
7090,pop,0.7772126,0.856975,0.0,0.8171112,1.0,0.0391106,0.4285714,0.0362173,0.1817269,0.9334006,0.5819788,0.4253323,0.5
7091,pop,0.4852492,0.6819443,0.0909091,0.8699579,0.0,0.1054732,0.1539235,0.0,0.0766064,0.3481332,0.5020023,0.3857554,0.5
7092,latin,0.5493388,0.4869102,0.0,0.8263311,1.0,0.0354618,0.5321932,0.0001066,0.1977912,0.1513623,0.4754463,0.5413421,0.6666667
7093,rap,0.7802645,0.8669767,0.3636364,0.9118664,0.0,0.281642,0.1096579,0.0,0.1556225,0.7931382,0.6899597,0.4285845,0.3333333
7094,rap,0.8880977,0.6509389,0.5454545,0.7970371,0.0,0.2690992,0.2173038,6.64e-05,0.3042169,0.4359233,0.544776,0.5104085,0.3333333
7095,rock,0.6378433,0.8559748,0.0,0.844687,1.0,0.0370582,0.0012274,0.0,0.247992,0.9172553,0.4358598,0.4388646,0.1666667
7096,rap,0.6256358,0.5009127,0.5454545,0.7687698,1.0,0.1005701,0.6710262,0.0044064,0.1114458,0.3652876,0.3855992,0.3507522,0.3333333
7097,rock,0.6612411,0.7589578,0.0909091,0.8699369,1.0,0.0404789,0.3551308,0.0,0.1556225,0.9515641,0.551432,0.4064537,0.1666667
7098,edm,0.7192269,0.5189158,0.8181818,0.7099721,0.0,0.0444698,0.6690141,0.9054326,0.1094378,0.1675076,0.5629869,0.9009848,0.8333333
7099,rap,0.923703,0.7209512,0.0909091,0.9154286,0.0,0.3603193,0.2756539,0.0,0.0761044,0.7739657,0.4086683,0.3687491,0.3333333
7100,latin,0.7355036,0.7389543,0.8181818,0.8631268,1.0,0.06374,0.5804829,0.0,0.0837349,0.8244198,0.4903565,0.5195442,0.6666667
7101,latin,0.6876907,0.6609407,0.0,0.8102173,0.0,0.5165336,0.3903421,0.6509054,0.0802209,0.6831483,0.3861668,0.1543255,0.6666667
7102,rap,0.6866734,0.4719076,0.0909091,0.7451962,1.0,0.0657925,0.6599598,0.8853119,0.0841365,0.6205853,0.771884,0.2453417,0.3333333
7103,rock,0.3611394,0.3788913,0.6363636,0.8020451,1.0,0.0411631,0.3983903,0.0395372,0.1506024,0.3319879,0.7490919,0.6174792,0.1666667
7104,rock,0.6958291,0.8539744,0.1818182,0.9145695,0.0,0.0380844,0.0014588,0.0001056,0.0916667,0.7124117,0.6420328,0.4981355,0.1666667
7105,latin,0.8830112,0.8519741,0.0,0.7762504,1.0,0.0540479,0.1991952,5.33e-05,0.0504016,0.9152371,0.5909367,0.580629,0.6666667
7106,rap,0.5900305,0.6529393,0.4545455,0.89328,1.0,0.0849487,0.4496982,0.0,0.1114458,0.1765893,0.6820869,0.33273,0.3333333
7107,latin,0.6703967,0.8439727,0.5454545,0.8872871,0.0,0.2987457,0.1237425,0.0,0.0802209,0.8809284,0.4721501,0.3063915,0.6666667
7108,rap,0.6571719,0.9269872,0.5454545,0.8910379,1.0,0.4196123,0.0430584,0.0,0.3072289,0.6104945,0.446711,0.4293941,0.3333333
7109,rap,0.5462869,0.6239342,1.0,0.7890116,1.0,0.3705815,0.0001761,2e-06,0.1164659,0.4127144,0.4645361,0.2402191,0.3333333
7110,edm,0.6602238,0.7839622,0.5454545,0.8838925,0.0,0.0370582,0.0057143,0.0004769,0.0881526,0.2916246,0.5810844,0.5411358,0.8333333
7111,edm,0.6826043,0.9159853,0.5454545,0.8891729,0.0,0.045268,0.0283702,0.007666,0.2409639,0.8102926,0.5721174,0.3603024,0.8333333
7112,latin,0.7009156,0.6369365,0.6363636,0.8227689,1.0,0.0468643,0.1539235,0.9034205,0.0544177,0.2260343,0.5175435,0.3554193,0.6666667
7113,rap,0.7589013,0.5419198,0.7272727,0.76548,1.0,0.2656784,0.0934608,0.0,0.0716867,0.9313824,0.6354403,0.3818357,0.3333333
7114,edm,0.6144456,0.6559398,0.6363636,0.8328269,1.0,0.054732,0.0138833,0.0519115,0.0797189,0.1997982,0.5901513,0.7189136,0.8333333
7115,edm,0.6592065,0.8909809,1.0,0.9006978,0.0,0.0746864,8.75e-05,0.5,0.1054217,0.184662,0.5811616,0.3881552,0.8333333
7116,pop,0.4852492,0.3788913,0.8181818,0.8321564,1.0,0.2337514,0.1981891,0.0,0.2359438,0.6014127,0.457871,0.3264534,0.5
7117,edm,0.9735504,0.4589053,0.9090909,0.807137,1.0,0.1368301,0.0002264,0.7565392,0.1074297,0.3975782,0.5448577,0.5871548,0.8333333
7118,latin,0.8809766,0.6849449,0.9090909,0.8398466,1.0,0.1242873,0.1267606,0.0,0.2379518,0.7497477,0.4314694,0.4351025,0.6666667
7119,edm,0.7497457,0.6359363,1.0,0.8780253,0.0,0.049829,0.0443662,6.74e-05,0.3514056,0.5701312,0.4767494,0.4255522,0.8333333
7120,latin,0.7304171,0.6709424,0.0,0.7102655,0.0,0.1242873,0.0732394,9.1e-06,0.3192771,0.7790111,0.594065,0.3214593,0.6666667
7121,pop,0.6683622,0.7389543,0.1818182,0.887769,1.0,0.3124287,0.1418511,0.0,0.1787149,0.5479314,0.826299,0.3857866,0.5
7122,edm,0.474059,0.9359888,0.0909091,0.8809798,0.0,0.2109464,0.0095372,0.3581489,0.1546185,0.3733602,0.5805305,0.3617991,0.8333333
7123,latin,0.8840285,0.8009652,0.4545455,0.8692245,0.0,0.0366021,0.1710262,0.0,0.1546185,0.7346115,0.5358135,0.349312,0.6666667
7124,edm,0.8463886,0.8379716,0.0909091,0.9051191,0.0,0.2519954,0.0012475,0.8832998,0.8273092,0.3279516,0.5811389,0.3547031,0.8333333
7125,edm,0.5991862,0.7509564,0.5454545,0.8659137,0.0,0.1111745,0.0140845,3e-06,0.5512048,0.1796165,0.5823738,0.4228217,0.8333333
7126,latin,0.7904374,0.3928938,0.5454545,0.7508748,0.0,0.2462942,0.1348089,0.8229376,0.3624498,0.3612513,0.3675109,0.2322512,0.6666667
7127,pop,0.6856562,0.8539744,0.4545455,0.8632106,1.0,0.1311288,0.054326,0.0,0.3805221,0.5075681,0.5083677,0.3436504,0.5
7128,rock,0.4628688,0.8979821,0.0909091,0.8518324,1.0,0.0549601,4.43e-05,0.139839,0.1355422,0.715439,0.8177451,0.3835192,0.1666667
7129,edm,0.5412004,0.8689771,1.0,0.8665423,1.0,0.1961231,0.1579477,0.0051107,0.1365462,0.4258325,0.7255462,0.3977599,0.8333333
7130,rap,0.878942,0.4999125,0.6363636,0.8101963,1.0,0.2850627,0.0360161,0.0,0.1997992,0.8526741,0.3768184,0.5226582,0.3333333
7131,latin,0.7609359,0.5239167,0.7272727,0.8559604,1.0,0.0385405,0.416499,0.0,0.1114458,0.667003,0.4313695,0.4689671,0.6666667
7132,rock,0.1912513,0.6099317,0.6363636,0.8126689,1.0,0.0516534,0.0990946,0.0014185,0.2791165,0.4147326,0.9334126,0.3632997,0.1666667
7133,pop,0.775178,0.8209687,0.8181818,0.8859041,0.0,0.0443558,0.2062374,0.0004215,0.2600402,0.7759839,0.5584467,0.3950098,0.5
7134,rock,0.5422177,0.7929638,0.8181818,0.8485426,1.0,0.0426454,0.0278672,0.043159,0.3283133,0.9182644,0.5784147,0.7968451,0.1666667
7135,latin,0.819939,0.6899457,0.2727273,0.8110974,0.0,0.1402509,0.0944668,0.0,0.0771084,0.8375378,0.4545294,0.2959888,0.6666667
7136,edm,0.6937945,0.9099842,1.0,0.9247952,1.0,0.0491448,0.0095875,0.0677062,0.073494,0.5408678,0.5581924,0.3026411,0.8333333
7137,rock,0.5584944,0.7069487,0.8181818,0.8569034,1.0,0.0346636,0.0068109,6.64e-05,0.0856426,0.8284561,0.5776928,0.5369553,0.1666667
7138,rock,0.6551373,0.7759608,0.6363636,0.8307315,0.0,0.0428734,0.0372233,0.0001076,0.0593373,0.6094854,0.6092975,0.9735116,0.1666667
7139,edm,0.6622584,0.6929463,0.3636364,0.8743373,1.0,0.0427594,0.4607646,0.0,0.3363454,0.39556,0.540154,0.4530177,0.8333333
7140,edm,0.5635809,0.7839622,0.4545455,0.8375626,0.0,0.0541619,0.0002696,0.0002505,0.3664659,0.4379415,0.6355765,0.47683,0.8333333
7141,latin,0.6703967,0.7929638,0.5454545,0.8597951,1.0,0.0359179,0.0182093,0.0027062,0.1666667,0.6084763,0.5812478,0.3424223,0.6666667
7142,pop,0.6480163,0.6779436,0.4545455,0.8255349,1.0,0.0467503,0.1609658,0.0136821,0.1716867,0.765893,0.7488967,0.3955295,0.5
7143,pop,0.7995931,0.9019828,0.5454545,0.8617438,0.0,0.0529076,0.1559356,0.0067203,0.0174699,0.9616549,0.6090705,0.4285631,0.5
7144,rap,0.9013225,0.5249169,0.7272727,0.8184314,1.0,0.1493729,0.2374245,0.0,0.0572289,0.7144299,0.6628317,0.4305191,0.3333333
7145,edm,0.8016277,0.9209862,0.0909091,0.9060202,0.0,0.0627138,0.0060362,0.0037425,0.1054217,0.556004,0.5811843,0.4374263,0.8333333
7146,rock,0.3794507,0.6609407,0.4545455,0.7362278,1.0,0.0540479,0.0015895,0.721328,0.3222892,0.4339051,0.5922716,0.6789533,0.1666667
7147,pop,0.7283825,0.5159153,0.0909091,0.7831863,1.0,0.0297605,0.0010765,0.000333,0.3323293,0.3249243,0.5314413,0.2906133,0.5
7148,edm,0.706002,0.6669417,0.8181818,0.8940134,1.0,0.0662486,0.0030785,0.3843058,0.0972892,0.6740666,0.5676044,0.9268037,0.8333333
